epi_week,date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,vaccinated,vaccinated_per_100_inhabitants,vaccinated_second,vaccinated_second_per_100_inhabitants,vaccinated_single,vaccinated_single_per_100_inhabitants,vaccinated_third,vaccinated_third_per_100_inhabitants,codigo_uf,uf,nome,latitude,longitude,regiao,populacao,obitos_por_100k,media_movel_obitos
12,2020-03-17,Brazil,AC,TOTAL,0,0,3,3,0,0,0.0,0.34016,0.0,,,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
12,2020-03-18,Brazil,AC,TOTAL,0,0,0,3,0,0,0.0,0.34016,0.0,,,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
12,2020-03-19,Brazil,AC,TOTAL,0,0,1,4,0,3,0.0,0.45355,0.0,,,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
12,2020-03-20,Brazil,AC,TOTAL,0,0,3,7,0,7,0.0,0.79371,0.0,,,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
12,2020-03-21,Brazil,AC,TOTAL,0,0,4,11,0,9,0.0,1.24726,0.0,,,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
13,2020-03-22,Brazil,AC,TOTAL,0,0,0,11,0,11,0.0,1.24726,0.0,,,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
13,2020-03-23,Brazil,AC,TOTAL,0,0,6,17,0,11,0.0,1.92758,0.0,,230.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
13,2020-03-24,Brazil,AC,TOTAL,0,0,4,21,0,17,0.0,2.38113,0.0,,230.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
13,2020-03-25,Brazil,AC,TOTAL,0,0,2,23,0,23,0.0,2.6079,0.0,,230.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
13,2020-03-26,Brazil,AC,TOTAL,0,0,1,24,0,24,0.0,2.72129,0.0,,76.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
13,2020-03-27,Brazil,AC,TOTAL,0,0,1,25,0,25,0.0,2.83468,0.0,,76.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
13,2020-03-28,Brazil,AC,TOTAL,0,0,0,25,0,25,0.0,2.83468,0.0,,76.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
14,2020-03-29,Brazil,AC,TOTAL,0,0,9,34,0,34,0.0,3.85516,0.0,,76.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
14,2020-03-30,Brazil,AC,TOTAL,0,0,8,42,0,42,0.0,4.76226,0.0,10.0,63.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
14,2020-03-31,Brazil,AC,TOTAL,0,0,0,42,0,42,0.0,4.76226,0.0,10.0,41.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
14,2020-04-01,Brazil,AC,TOTAL,0,0,1,43,0,43,0.0,4.87564,0.0,10.0,41.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
14,2020-04-02,Brazil,AC,TOTAL,0,0,2,45,0,43,0.0,5.10242,0.0,10.0,41.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
14,2020-04-03,Brazil,AC,TOTAL,0,0,1,46,0,46,0.0,5.2158,0.0,10.0,41.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
14,2020-04-04,Brazil,AC,TOTAL,0,0,0,46,0,46,0.0,5.2158,0.0,10.0,41.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
15,2020-04-05,Brazil,AC,TOTAL,0,0,2,48,0,48,0.0,5.44258,0.0,10.0,41.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,0.0,0.0
15,2020-04-06,Brazil,AC,TOTAL,1,1,2,50,0,50,0.11339,5.66935,0.02,10.0,41.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,8333.333333333332,0.14285714285714285
15,2020-04-07,Brazil,AC,TOTAL,1,2,0,50,1,50,0.22677,5.66935,0.04,10.0,41.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,16666.666666666664,0.2857142857142857
15,2020-04-08,Brazil,AC,TOTAL,0,2,8,58,2,54,0.22677,6.57645,0.03448,37.0,73.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,16666.666666666664,0.2857142857142857
15,2020-04-09,Brazil,AC,TOTAL,0,2,4,62,2,62,0.22677,7.03,0.03226,37.0,73.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,16666.666666666664,0.2857142857142857
15,2020-04-10,Brazil,AC,TOTAL,0,2,8,70,2,70,0.22677,7.93709,0.02857,39.0,815.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,16666.666666666664,0.2857142857142857
15,2020-04-11,Brazil,AC,TOTAL,0,2,2,72,2,72,0.22677,8.16387,0.02778,39.0,815.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,16666.666666666664,0.2857142857142857
16,2020-04-12,Brazil,AC,TOTAL,0,2,5,77,2,77,0.22677,8.7308,0.02597,39.0,815.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,16666.666666666664,0.2857142857142857
16,2020-04-13,Brazil,AC,TOTAL,1,3,13,90,3,90,0.34016,10.20483,0.03333,39.0,815.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,25000.0,0.2857142857142857
16,2020-04-14,Brazil,AC,TOTAL,0,3,9,99,3,99,0.34016,11.22532,0.0303,48.0,95.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,25000.0,0.14285714285714285
16,2020-04-15,Brazil,AC,TOTAL,1,4,2,101,3,101,0.45355,11.45209,0.0396,51.0,157.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,33333.33333333333,0.2857142857142857
16,2020-04-16,Brazil,AC,TOTAL,1,5,14,115,5,110,0.56694,13.03951,0.04348,51.0,157.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,41666.66666666667,0.42857142857142855
16,2020-04-17,Brazil,AC,TOTAL,0,5,20,135,5,135,0.56694,15.30725,0.03704,51.0,157.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,41666.66666666667,0.42857142857142855
16,2020-04-18,Brazil,AC,TOTAL,1,6,7,142,5,142,0.68032,16.10096,0.04225,58.0,237.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,50000.0,0.5714285714285714
17,2020-04-19,Brazil,AC,TOTAL,0,6,21,163,6,163,0.68032,18.48209,0.03681,58.0,236.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,50000.0,0.5714285714285714
17,2020-04-20,Brazil,AC,TOTAL,2,8,13,176,8,176,0.9071,19.95612,0.04545,61.0,251.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,66666.66666666666,0.7142857142857143
17,2020-04-21,Brazil,AC,TOTAL,0,8,19,195,8,195,0.9071,22.11047,0.04103,64.0,251.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,66666.66666666666,0.7142857142857143
17,2020-04-22,Brazil,AC,TOTAL,0,8,19,214,8,214,0.9071,24.26483,0.03738,74.0,336.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,66666.66666666666,0.5714285714285714
17,2020-04-23,Brazil,AC,TOTAL,2,10,13,227,10,227,1.13387,25.73886,0.04405,78.0,398.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,83333.33333333334,0.7142857142857143
17,2020-04-24,Brazil,AC,TOTAL,1,11,7,234,11,234,1.24726,26.53257,0.04701,88.0,398.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,91666.66666666666,0.8571428571428571
17,2020-04-25,Brazil,AC,TOTAL,0,11,24,258,11,258,1.24726,29.25386,0.04264,88.0,507.0,,,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,91666.66666666666,0.7142857142857143
18,2020-04-26,Brazil,AC,TOTAL,0,11,21,279,11,279,1.24726,31.63498,0.03943,99.0,582.0,2131.0,241.62778,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,91666.66666666666,0.7142857142857143
18,2020-04-27,Brazil,AC,TOTAL,3,14,22,301,14,279,1.58742,34.1295,0.04651,105.0,705.0,2466.0,279.61244,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,116666.66666666667,0.8571428571428571
18,2020-04-28,Brazil,AC,TOTAL,2,16,16,317,16,311,1.81419,35.94369,0.05047,114.0,705.0,2466.0,279.61244,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,133333.3333333333,1.1428571428571428
18,2020-04-29,Brazil,AC,TOTAL,2,18,37,354,17,354,2.04097,40.13901,0.05085,114.0,721.0,2466.0,279.61244,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,150000.0,1.4285714285714286
18,2020-04-30,Brazil,AC,TOTAL,1,19,50,404,19,404,2.15435,45.80836,0.04703,141.0,657.0,2831.0,320.99871,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,158333.3333333333,1.2857142857142858
18,2020-05-01,Brazil,AC,TOTAL,0,19,83,487,19,486,2.15435,55.21949,0.03901,161.0,655.0,2831.0,320.99871,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,158333.3333333333,1.1428571428571428
18,2020-05-02,Brazil,AC,TOTAL,3,22,66,553,22,553,2.49451,62.70303,0.03978,166.0,510.0,2831.0,320.99871,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,183333.3333333333,1.5714285714285714
19,2020-05-03,Brazil,AC,TOTAL,3,25,105,658,24,657,2.83468,74.60867,0.03799,177.0,406.0,3362.0,381.20723,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,208333.33333333334,2.0
19,2020-05-04,Brazil,AC,TOTAL,3,28,75,733,28,733,3.17484,83.1127,0.0382,177.0,406.0,3362.0,381.20723,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,233333.33333333334,2.0
19,2020-05-05,Brazil,AC,TOTAL,1,29,84,817,29,817,3.28822,92.63721,0.0355,233.0,278.0,3362.0,381.20723,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,241666.66666666666,1.8571428571428572
19,2020-05-06,Brazil,AC,TOTAL,6,35,126,943,33,943,3.96855,106.92398,0.03712,251.0,334.0,3975.0,450.71349,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,291666.6666666666,2.4285714285714284
19,2020-05-07,Brazil,AC,TOTAL,1,36,71,1014,36,1014,4.08193,114.97446,0.0355,251.0,334.0,3975.0,450.71349,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,300000.0,2.4285714285714284
19,2020-05-08,Brazil,AC,TOTAL,2,38,163,1177,38,1177,4.30871,133.45655,0.03229,251.0,334.0,3975.0,450.71349,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,316666.6666666666,2.7142857142857144
19,2020-05-09,Brazil,AC,TOTAL,2,40,158,1335,39,1335,4.53548,151.3717,0.02996,366.0,373.0,3975.0,450.71349,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,333333.3333333334,2.5714285714285716
20,2020-05-10,Brazil,AC,TOTAL,1,41,112,1447,41,1447,4.64887,164.07105,0.02833,366.0,471.0,5056.0,573.28488,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,341666.6666666666,2.2857142857142856
20,2020-05-11,Brazil,AC,TOTAL,4,45,13,1460,45,1460,5.10242,165.54508,0.03082,366.0,471.0,5056.0,573.28488,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,375000.0,2.4285714285714284
20,2020-05-12,Brazil,AC,TOTAL,6,51,130,1590,51,1590,5.78274,180.2854,0.03208,488.0,680.0,5056.0,573.28488,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,425000.0,3.142857142857143
20,2020-05-13,Brazil,AC,TOTAL,1,52,104,1694,52,1694,5.89613,192.07765,0.0307,541.0,680.0,5056.0,573.28488,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,433333.3333333333,2.4285714285714284
20,2020-05-14,Brazil,AC,TOTAL,3,55,46,1740,55,1740,6.23629,197.29345,0.03161,588.0,832.0,6302.0,714.56513,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,458333.3333333333,2.7142857142857144
20,2020-05-15,Brazil,AC,TOTAL,2,57,45,1785,57,1785,6.46306,202.39587,0.03193,642.0,1525.0,6302.0,714.56513,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,475000.0,2.7142857142857144
20,2020-05-16,Brazil,AC,TOTAL,2,59,82,1867,59,1867,6.68984,211.69361,0.0316,642.0,1525.0,6302.0,714.56513,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,491666.6666666667,2.7142857142857144
21,2020-05-17,Brazil,AC,TOTAL,3,62,130,1997,60,1997,7.03,226.43392,0.03105,642.0,1525.0,6302.0,714.56513,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,516666.6666666667,3.0
21,2020-05-18,Brazil,AC,TOTAL,5,67,237,2234,67,2234,7.59693,253.30665,0.02999,642.0,1486.0,8045.0,912.19874,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,558333.3333333333,3.142857142857143
21,2020-05-19,Brazil,AC,TOTAL,6,73,248,2482,72,2482,8.27725,281.42664,0.02941,909.0,1407.0,8045.0,912.19874,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,608333.3333333333,3.142857142857143
21,2020-05-20,Brazil,AC,TOTAL,3,76,335,2817,76,2817,8.61742,319.41129,0.02698,909.0,1407.0,8045.0,912.19874,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,633333.3333333333,3.4285714285714284
21,2020-05-21,Brazil,AC,TOTAL,2,78,286,3103,78,3103,8.84419,351.83999,0.02514,1098.0,1407.0,8045.0,912.19874,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,650000.0,3.2857142857142856
21,2020-05-22,Brazil,AC,TOTAL,2,80,240,3343,80,3343,9.07096,379.05288,0.02393,1098.0,1474.0,10192.0,1155.64072,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,666666.6666666667,3.2857142857142856
21,2020-05-23,Brazil,AC,TOTAL,7,87,524,3867,87,3867,9.86467,438.46769,0.0225,1322.0,1474.0,10192.0,1155.64072,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,725000.0,4.0
22,2020-05-24,Brazil,AC,TOTAL,5,92,293,4160,92,4160,10.43161,471.69009,0.02212,1417.0,1057.0,10192.0,1155.64072,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,766666.6666666667,4.285714285714286
22,2020-05-25,Brazil,AC,TOTAL,5,97,341,4501,97,4501,10.99854,510.35507,0.02155,1574.0,872.0,11119.0,1260.75051,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,808333.3333333334,4.285714285714286
22,2020-05-26,Brazil,AC,TOTAL,8,105,280,4781,105,4781,11.90564,542.10344,0.02196,1752.0,668.0,11119.0,1260.75051,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,875000.0,4.571428571428571
22,2020-05-27,Brazil,AC,TOTAL,8,113,470,5251,113,5251,12.81274,595.39535,0.02152,1944.0,405.0,11119.0,1260.75051,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,941666.6666666666,5.285714285714286
22,2020-05-28,Brazil,AC,TOTAL,9,122,349,5600,122,5600,13.83322,634.96743,0.02179,2163.0,405.0,11119.0,1260.75051,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,1016666.6666666666,6.285714285714286
22,2020-05-29,Brazil,AC,TOTAL,13,135,241,5841,135,5841,15.30725,662.29371,0.02311,2163.0,148.0,12693.0,1439.22171,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,1125000.0,7.857142857142857
22,2020-05-30,Brazil,AC,TOTAL,7,142,231,6072,142,6072,16.10096,688.48611,0.02339,2163.0,148.0,12693.0,1439.22171,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,1183333.3333333335,7.857142857142857
23,2020-05-31,Brazil,AC,TOTAL,6,148,147,6219,148,6219,16.78128,705.15401,0.0238,2611.0,148.0,12693.0,1439.22171,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,1233333.3333333335,8.0
23,2020-06-01,Brazil,AC,TOTAL,13,161,107,6326,161,6326,18.25531,717.28642,0.02545,2677.0,148.0,12693.0,1439.22171,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,1341666.6666666665,9.142857142857142
23,2020-06-02,Brazil,AC,TOTAL,4,165,139,6465,165,6465,18.70886,733.04722,0.02552,2845.0,148.0,14244.0,1615.08501,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,1375000.0,8.571428571428571
23,2020-06-03,Brazil,AC,TOTAL,6,171,214,6679,171,6679,19.38918,757.31205,0.0256,3012.0,148.0,14244.0,1615.08501,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,1425000.0,8.285714285714286
23,2020-06-04,Brazil,AC,TOTAL,10,181,342,7021,181,7021,20.52305,796.09041,0.02578,3209.0,431.0,14244.0,1615.08501,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,1508333.3333333335,8.428571428571429
23,2020-06-05,Brazil,AC,TOTAL,9,190,263,7284,190,7284,21.54354,825.91121,0.02608,3422.0,404.0,14244.0,1615.08501,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,1583333.3333333335,7.857142857142857
23,2020-06-06,Brazil,AC,TOTAL,11,201,241,7525,201,7525,22.7908,853.23748,0.02671,3422.0,404.0,17486.0,1982.6858,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,1675000.0,8.428571428571429
24,2020-06-07,Brazil,AC,TOTAL,6,207,458,7983,207,7983,23.47112,905.16875,0.02593,4003.0,404.0,17486.0,1982.6858,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,1725000.0,8.428571428571429
24,2020-06-08,Brazil,AC,TOTAL,4,211,145,8128,211,8128,23.92467,921.60987,0.02596,4113.0,386.0,17486.0,1982.6858,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,1758333.3333333333,7.142857142857143
24,2020-06-09,Brazil,AC,TOTAL,12,223,329,8457,223,8457,25.28531,958.91421,0.02637,4336.0,386.0,19135.0,2169.66103,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,1858333.3333333333,8.285714285714286
24,2020-06-10,Brazil,AC,TOTAL,14,237,289,8746,237,8746,26.87273,991.68306,0.0271,4336.0,386.0,19135.0,2169.66103,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,1975000.0,9.428571428571429
24,2020-06-11,Brazil,AC,TOTAL,8,245,345,9091,245,9091,27.77983,1030.80159,0.02695,4775.0,304.0,19135.0,2169.66103,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2041666.6666666667,9.142857142857142
24,2020-06-12,Brazil,AC,TOTAL,9,254,204,9295,254,9295,28.80031,1053.93255,0.02733,4775.0,304.0,19135.0,2169.66103,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2116666.666666667,9.142857142857142
24,2020-06-13,Brazil,AC,TOTAL,2,256,239,9534,256,9534,29.02708,1081.03205,0.02685,5043.0,304.0,21881.0,2481.02184,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2133333.333333333,7.857142857142857
25,2020-06-14,Brazil,AC,TOTAL,3,259,108,9642,259,9642,29.36724,1093.27785,0.02686,5108.0,304.0,21881.0,2481.02184,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2158333.333333333,7.428571428571429
25,2020-06-15,Brazil,AC,TOTAL,6,265,129,9771,265,9771,30.04757,1107.90478,0.02712,5224.0,304.0,21881.0,2481.02184,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2208333.333333333,7.714285714285714
25,2020-06-16,Brazil,AC,TOTAL,6,271,232,10003,271,10003,30.72789,1134.21057,0.02709,5383.0,304.0,21881.0,2481.02184,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2258333.333333333,6.857142857142857
25,2020-06-17,Brazil,AC,TOTAL,10,281,336,10339,281,10339,31.86176,1172.30862,0.02718,5566.0,304.0,23918.0,2711.99125,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2341666.666666667,6.285714285714286
25,2020-06-18,Brazil,AC,TOTAL,6,287,325,10664,287,10664,32.54208,1209.15941,0.02691,5566.0,304.0,23918.0,2711.99125,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2391666.666666667,6.0
25,2020-06-19,Brazil,AC,TOTAL,5,292,323,10987,292,10987,33.10902,1245.78342,0.02658,5940.0,304.0,23918.0,2711.99125,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2433333.333333333,5.428571428571429
25,2020-06-20,Brazil,AC,TOTAL,5,297,276,11263,297,11263,33.67595,1277.07824,0.02637,6089.0,304.0,23918.0,2711.99125,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2475000.0,5.857142857142857
26,2020-06-21,Brazil,AC,TOTAL,3,300,118,11381,300,11381,34.01611,1290.45791,0.02636,6187.0,316.0,26696.0,3026.98045,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2500000.0,5.857142857142857
26,2020-06-22,Brazil,AC,TOTAL,5,305,158,11539,305,11539,34.58305,1308.37307,0.02643,6270.0,316.0,26696.0,3026.98045,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2541666.666666667,5.714285714285714
26,2020-06-23,Brazil,AC,TOTAL,16,321,271,11810,321,11810,36.39724,1339.10095,0.02718,6270.0,316.0,26696.0,3026.98045,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2675000.0,7.142857142857143
26,2020-06-24,Brazil,AC,TOTAL,5,326,212,12022,326,12022,36.96418,1363.13901,0.02712,6270.0,316.0,26696.0,3026.98045,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2716666.666666667,6.428571428571429
26,2020-06-25,Brazil,AC,TOTAL,9,335,282,12304,335,12304,37.98466,1395.11415,0.02723,6270.0,316.0,26696.0,3026.98045,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2791666.666666667,6.857142857142857
26,2020-06-26,Brazil,AC,TOTAL,8,343,340,12644,343,12644,38.89176,1433.66575,0.02713,6270.0,523.0,29858.0,3385.51027,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2858333.333333333,7.285714285714286
26,2020-06-27,Brazil,AC,TOTAL,8,351,269,12913,351,12913,39.79885,1464.16686,0.02718,6270.0,523.0,29858.0,3385.51027,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2925000.0,7.714285714285714
27,2020-06-28,Brazil,AC,TOTAL,2,353,145,13058,353,13058,40.02563,1480.60798,0.02703,6270.0,523.0,29858.0,3385.51027,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,2941666.666666667,7.571428571428571
27,2020-06-29,Brazil,AC,TOTAL,8,361,88,13146,361,13146,40.93272,1490.58604,0.02746,6270.0,523.0,29858.0,3385.51027,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3008333.333333333,8.0
27,2020-06-30,Brazil,AC,TOTAL,4,365,107,13253,365,13253,41.38627,1502.71845,0.02754,6270.0,523.0,29858.0,3385.51027,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3041666.666666667,6.285714285714286
27,2020-07-01,Brazil,AC,TOTAL,5,370,462,13715,370,13715,41.95321,1555.10327,0.02698,7650.0,288.0,32164.0,3646.98079,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3083333.333333333,6.285714285714286
27,2020-07-02,Brazil,AC,TOTAL,8,378,333,14048,378,14048,42.8603,1592.86115,0.02691,7650.0,288.0,32164.0,3646.98079,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3150000.0,6.142857142857143
27,2020-07-03,Brazil,AC,TOTAL,9,387,64,14112,387,14112,43.88078,1600.11792,0.02742,7650.0,288.0,32164.0,3646.98079,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3225000.0,6.285714285714286
27,2020-07-04,Brazil,AC,TOTAL,4,391,375,14487,391,14487,44.33433,1642.63806,0.02699,7650.0,288.0,32164.0,3646.98079,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3258333.3333333335,5.714285714285714
28,2020-07-05,Brazil,AC,TOTAL,0,391,135,14622,391,14622,44.33433,1657.94531,0.02674,8243.0,189.0,34332.0,3892.80389,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3258333.3333333335,5.428571428571429
28,2020-07-06,Brazil,AC,TOTAL,3,394,66,14688,394,14688,44.67449,1665.42886,0.02682,8243.0,189.0,34332.0,3892.80389,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3283333.3333333335,4.714285714285714
28,2020-07-07,Brazil,AC,TOTAL,5,399,253,14941,399,14941,45.24143,1694.11578,0.02671,8460.0,189.0,34332.0,3892.80389,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3325000.0,4.857142857142857
28,2020-07-08,Brazil,AC,TOTAL,5,404,226,15167,404,15167,45.80836,1719.74125,0.02664,8604.0,189.0,34332.0,3892.80389,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3366666.6666666665,4.857142857142857
28,2020-07-09,Brazil,AC,TOTAL,7,411,298,15465,411,15465,46.60207,1753.53059,0.02658,8604.0,189.0,34332.0,3892.80389,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3425000.0,4.714285714285714
28,2020-07-10,Brazil,AC,TOTAL,6,417,303,15768,417,15768,47.2824,1787.88686,0.02645,8925.0,189.0,34332.0,3892.80389,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3475000.0,4.285714285714286
28,2020-07-11,Brazil,AC,TOTAL,2,419,312,16080,419,16080,47.50917,1823.26362,0.02606,9128.0,176.0,37700.0,4274.69145,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3491666.6666666665,4.0
29,2020-07-12,Brazil,AC,TOTAL,7,426,110,16190,426,16190,48.30288,1835.73619,0.02631,9198.0,176.0,37700.0,4274.69145,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3550000.0,5.0
29,2020-07-13,Brazil,AC,TOTAL,4,430,70,16260,430,16260,48.75643,1843.67329,0.02645,9198.0,176.0,37700.0,4274.69145,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3583333.3333333335,5.142857142857143
29,2020-07-14,Brazil,AC,TOTAL,6,436,219,16479,436,16479,49.43675,1868.50505,0.02646,9198.0,176.0,37700.0,4274.69145,,,,,,,,,12,AC,Acre,-8.77,-70.55,Norte,12,3633333.3333333335,5.285714285714286
